location,lat,lon
"Đường Tỉnh lộ 766, Xã Xuân Trường, Huyện Xuân Lộc, Đồng Nai",10.963874011538461,106.85765544615386
"Thôn 2, Xã Suối Rao, Huyện Châu Đức, Bà Rịa - Vũng Tàu",13.819208054201681,106.50317550420168
"Đường Số 3, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",10.782852955555557,106.6659341392157
"An dương vương, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",10.782852955555557,106.6659341392157
"Đường Quốc Lộ 14B, Xã Đại Hiệp, Huyện Đại Lộc, Quảng Nam",15.8910537,108.2461796
"Duong So D, Phường 5, Thành phố Vĩnh Long, Vĩnh Long",21.0895344,105.791854
"Đường Cao Thắng, Phường 8, Thành phố Sóc Trăng, Sóc Trăng",9.5842305,105.9756685
"Đường Tôn Đản, Phường Hòa Thọ Tây, Quận Cẩm Lệ, Đà Nẵng",15.947412380000001,108.1795226
"Đường Mễ Trì Hạ, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",21.028751447058823,105.82847453176471
"Đường Quốc Lộ 51, Xã Phước Tân, Biên Hòa, Đồng Nai, Phường Phước Tân, Thành phố Biên Hòa, Đồng Nai",10.963874011538461,106.85765544615386
"An Phú Tây - Hưng Long, Xã An Phú Tây, Huyện Bình Chánh, Tp Hồ Chí Minh",10.782852955555557,106.6659341392157
"Đường Nguyễn Văn Linh, Phường 2, Thành phố Sóc Trăng, Sóc Trăng",9.5985661,105.9717183
"Đường Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",21.028751447058823,105.82847453176471
"Đường Tầm Vu, Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",10.0202252,105.7711396
"Đường Nguyễn Thái Bình, Xã Hòa Thắng, Thành phố Buôn Ma Thuột, Đắk Lắk",12.674494466666667,108.03722181111112
"Đường Nam Pháp, Phường Lạch Tray, Quận Ngô Quyền, Hải Phòng",20.8440428,106.6926296
"Đường ĐT 743, Phường Bình Hòa, Thị xã Thuận An, Bình Dương",11.045096620833334,106.68756274583332
"Đường Vành Đai 3, Phường Yên Sở, Quận Hoàng Mai, Hà Nội",21.028751447058823,105.82847453176471
"Tôn Đức Thắng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",16.0616498,108.1591151
"nguyễn chí thanh, Phường Bình Nhâm, Thị xã Thuận An, Bình Dương",11.045096620833334,106.68756274583332
"Đường Xô Viết Nghệ Tĩnh, Phường Thành Công, Thành phố Buôn Ma Thuột, Đắk Lắk",12.6654993,108.0360973
"6/9, Nguyễn Trác, Phường Tân Lợi, Thành phố Buôn Ma Thuột, Đắk Lắk",12.674494466666667,108.03722181111112
"Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",21.0361576,105.8015505
"Đường Ụ Cây, Phường 10, Quận 8, Tp Hồ Chí Minh",10.7171219,106.6295254
"Đường Phạm Ngũ Lão, Phường An Hòa, Quận Ninh Kiều, Cần Thơ",10.0395446,105.7686035
"Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Hồ Chí Min",13.819208054201681,106.50317550420168
"đường tránh, Phường Kim Long, Thành phố Huế, Thừa Thiên Huế",16.4645563,107.5611243
"Đường Nguyễn Khuyến, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",10.9686469,106.8591437
"Đường Bùi Thị Xuân, Phường 2, Thành phố Đà Lạt, Lâm Đồng",11.938698,108.4444366
"Đường Doãn Kế Thiện, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",21.0421414,105.781475
"Đường Hà Huy Tập, Phường Tân Lợi, Thành phố Buôn Ma Thuột, Đắk Lắk",12.674494466666667,108.03722181111112
"Đường Lâm Quang Ky, Phường An Hòa, Thành phố Rạch Giá, Kiên Giang",9.9945228,105.0864822
"Bình Hoà 22, Phường Bình Hòa, Thị xã Thuận An, Bình Dương",11.045096620833334,106.68756274583332
"117/1A4, Đường 16, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh",10.782852955555557,106.6659341392157
"Đường Quốc lộ 13, Phường Vĩnh Phú, Thị xã Thuận An, Bình Dương",11.045096620833334,106.68756274583332
"HẺM 54 HÙNG VƯƠNG, Phường Thới Bình, Quận Ninh Kiều, Cần Thơ",9.9778596,105.8144205
"Đường Kha Vạn Cân, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh",10.782852955555557,106.6659341392157
"Đường Huỳnh Văn Bánh, Phường 12, Quận Phú Nhuận, Tp Hồ Chí Minh",10.782852955555557,106.6659341392157
"Đường Tỉnh lộ 43, Phường Bình Chiểu, Quận Thủ Đức, Tp Hồ Chí Minh",10.782852955555557,106.6659341392157
"Đường Số 4, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",10.782852955555557,106.6659341392157
"Duong So 45, Phường 5, Thành phố Vĩnh Long, Vĩnh Long",21.0895344,105.791854
"Đường Lê Thanh Nghị, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",21.028751447058823,105.82847453176471
"Đường Quang Trung, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",21.028751447058823,105.82847453176471
"11, Đường 19/5, Xã Lát, Huyện Lạc Dương, Lâm Đồng",11.881725583333333,108.34287695
"Đường Phan Văn Sửu, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh",10.782852955555557,106.6659341392157
"Hẻm 388, Phường An Khánh, Quận Ninh Kiều, Cần Thơ",10.0198087,105.7544797
"Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",21.028751447058823,105.82847453176471
"203, 203 Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",21.0180529,105.9016988
"Đường Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",21.0361576,105.8015505
"402b, Đường Lê Trọng Tấn, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",10.8131991,106.6238898
"vĩnh phú 1, Phường Vĩnh Phú, Thị xã Thuận An, Bình Dương",11.045096620833334,106.68756274583332
"Đường 32, Xã Minh Hưng, Huyện Chơn Thành, Bình Phước",11.5283902,106.8788545
"Đường Cao Đức Lân, Phường An Phú, Quận 2, Tp Hồ Chí Minh",10.782852955555557,106.6659341392157
"Đường Măng Lin, Phường 7, Thành phố Đà Lạt, Lâm Đồng",11.881725583333333,108.34287695
"12 Tam Đa, Phường Trường Thạnh, Quận 9, Tp Hồ Chí Minh",10.782852955555557,106.6659341392157
"Đường 14, Xã Đắk R'La, Huyện Đắk Mil, Đắk Nông",13.819208054201681,106.50317550420168
"Đường ĐT 602, Xã Hòa Sơn, Huyện Hòa Vang, Đà Nẵng",15.947412380000001,108.1795226
"Đường Đào Tấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",21.0343738,105.8306015
"Đường Phan Huy Ích, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",10.782852955555557,106.6659341392157
"Đường Số 8, Phường Linh Xuân, Quận Thủ Đức, Tp Hồ Chí Minh",10.782852955555557,106.6659341392157
"Đường Đinh Quang Ân, Phường Phước Tân, Thành phố Biên Hòa, Đồng Nai",10.963874011538461,106.85765544615386
"Đường Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",21.028751447058823,105.82847453176471
"Ngô đến, Phường Vĩnh Phước, Thành phố Nha Trang, Khánh Hòa",13.819208054201681,106.50317550420168
"Đường Vành Đai, Phường Thành Nhất, Thành phố Buôn Ma Thuột, Đắk Lắk",12.6829215,108.0284448
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",10.782852955555557,106.6659341392157
"Đường Quốc Lộ 13, Thị trấn Chơn Thành, Huyện Chơn Thành, Bình Phước",11.5283902,106.8788545
"Đường Văn Cao, Phường Lạch Tray, Quận Ngô Quyền, Hải Phòng",20.8440428,106.6926296
"Đường Bùi Đình Túy, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh",10.75953,106.6516251
"Đường Lý Thường Kiệt, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",10.9230601,106.7686184
"Đường Võng Thị, Phường Bưởi, Quận Tây Hồ, Hà Nội",21.028751447058823,105.82847453176471
"92/117, Đường Xô Viết Nghệ Tĩnh, Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh",10.8263833,106.7061889
"Đường 3A||23715, Phường An Khánh, Quận Ninh Kiều, Cần Thơ",10.0198087,105.7544797
"Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng",16.0399205,108.1982347
"1111, Đường Bàu Gia Thượng 2, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",16.0054548,108.2107194
"Đường Lý Thái Tổ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng",16.0663353,108.2033733
"Đường Bà Hom, Phường 13, Quận 6, Tp Hồ Chí Minh",10.7539993,106.6314196
"79-81, 79-81 Đường Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",10.7583774,106.6053817
"Đường Quốc lộ 14, Xã Ia Tiêm, Huyện Chư Sê, Gia Lai",13.819208054201681,106.50317550420168
"Đường Bàu Lách, Xã Phạm Văn Cội, Huyện Củ Chi, Tp Hồ Chí Minh",10.782852955555557,106.6659341392157
"đường số 10, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh",10.782852955555557,106.6659341392157
"Đường Dân Sinh, Xã Tiền Phong, Huyện Mê Linh, Hà Nội",21.028751447058823,105.82847453176471
"Đường Đào Tấn, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",21.028751447058823,105.82847453176471
"Đường Liên Xã, Xã Hòa Sơn, Huyện Lương Sơn, Hòa Bình",13.819208054201681,106.50317550420168
"Đường Bình Long, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",10.782852955555557,106.6659341392157
"Đường Phan Thị Nể, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",16.0625287,108.1591262
"Đường Quốc lộ 13, Phường Vĩnh Phú, Thị xã Thuận An, Bình Dương",11.045096620833334,106.68756274583332
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",10.782852955555557,106.6659341392157
"Đường 22/12, Phường Thuận Giao, Thị xã Thuận An, Bình Dương",11.045096620833334,106.68756274583332
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",21.028751447058823,105.82847453176471
"Đường Lê Lợi, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",21.028751447058823,105.82847453176471
"Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội",21.0180529,105.9016988
"lê hồng nhi, Phường Lê Bình, Quận Cái Răng, Cần Thơ",10.029439009433963,105.76459656415095
"Lập Thành, Xã Đông Xuân, Huyện Quốc Oai, Hà Nội",21.028751447058823,105.82847453176471
"Đường Nhựa, Xã Đức Lập Hạ, Huyện Đức Hòa, Long An",20.6912345,105.8354428
"123, Đường Đà Nẵng, Phường Cầu Tre, Quận Ngô Quyền, Hải Phòng",20.836681525,106.694553275
